Id,Membership Type,Age,Weight,Height,Gender,Life_Style,BMI,Weight Class,Calories
1279,Annually,56,55.40764259806752,1.5502822325985397,Male,Active,23.05409791717176,Normal,23.05409791717176
1280,Annually,24,36.71889392592831,1.6339478127701679,Female,Active,13.753499877353665,Underweight,13.753499877353665
1281,Monthly,38,29.014021307311726,1.3697081519825327,Male,Sedentary,15.465068379683588,Underweight,15.465068379683588
1282,Annually,16,51.62231068910301,1.341226983844843,Male,Low Active,28.696760664394485,OverWeight,28.696760664394485
1283,Monthly,13,62.84952136150293,1.7742625578269506,Female,Active,19.964856781228054,Normal,19.964856781228054
1284,Annually,57,17.808699744466153,1.6429202239893759,Male,Low Active,6.597801727841706,Underweight,6.597801727841706
1285,Monthly,10,22.031880959457208,1.934695295432801,Female,Sedentary,5.886083587931114,Underweight,5.886083587931114
1286,Annually,42,44.57158406344229,1.8316997427872241,Male,Low Active,13.284631136695005,Underweight,65.372828
1287,Monthly,56,38.92187834488425,1.8967044436452842,Female,Active,57.37824,Obesity,68.723157
1288,Annually,60,87.06054981573821,1.7876625332755567,Female,Low Active,27.2427113830898,OverWeight,27.2427113830898
1289,Monthly,40,11.080684918787117,1.518513179951513,Female,Sedentary,4.8053992287518765,Underweight,59.328465
1290,Annually,33,48.527927080401454,1.819587903319512,Male,Sedentary,14.657019257331944,Underweight,14.657019257331944
1291,Monthly,32,88.74726667318446,1.6810694112440123,Female,Low Active,31.40390786305963,Obesity,31.40390786305963
1292,Annually,55,93.39121682160501,1.5468878989286556,Female,Sedentary,39.029083212647656,Obesity,39.029083212647656
1293,Monthly,47,14.546440483848908,1.5400084220670511,Male,Active,6.13353068807268,Underweight,51.994188
1294,Monthly,31,96.65580382959863,1.7471320848214087,Male,Low Active,46.99665,Obesity,46.99665
1295,Annually,13,78.6556177831996,1.5770659008675763,Female,Active,31.624965712519277,Obesity,31.624965712519277
1296,Annually,23,46.99346149606886,1.6963237189416365,Female,Active,16.33127028822312,Underweight,48.440464
1297,Annually,45,10.390140260064118,1.6392173934470726,Male,Sedentary,3.8667696661988993,Underweight,3.8667696661988993
1298,Monthly,46,15.731052266819022,1.439431774836401,Male,Low Active,7.592339212478866,Underweight,7.592339212478866
1299,Monthly,15,40.66341821083986,1.3485658897846675,Female,Low Active,22.359368934607765,Normal,22.359368934607765
1300,Monthly,35,27.947153282225397,1.6944160266365405,Female,Sedentary,9.734137482163234,Underweight,9.734137482163234
1301,Monthly,59,64.90759713435226,1.4887123686826447,Female,Low Active,29.28693603411388,OverWeight,29.28693603411388
1302,Monthly,37,16.041173158896832,1.5612548602227037,Female,Active,60.403669,Obesity,60.403669
1303,Monthly,32,36.728594081740745,1.6828659909590509,Female,Active,12.968962568349122,Underweight,47.155634
1304,Monthly,18,31.458241467906777,1.7701870585393007,Male,Active,62.139285,Obesity,62.139285
1305,Annually,21,19.426567003281516,1.904392389910863,Female,Low Active,46.056581,Obesity,46.056581
1306,Monthly,25,47.191276832841154,1.5550212863943367,Male,Sedentary,19.51592099198029,Normal,19.51592099198029
1307,Monthly,29,79.51098112755852,1.4493125101546183,Female,Low Active,46.050995,Obesity,46.050995
1308,Monthly,41,11.734812497685503,1.4612278351893457,Female,Active,59.439041,Obesity,59.439041
1309,Monthly,50,64.94851856319471,2.0142796187079846,Male,Low Active,16.0077293453074,Underweight,16.0077293453074
1310,Monthly,12,23.148960814371,1.505928545890845,Female,Sedentary,10.20757943666769,Underweight,10.20757943666769
1311,Monthly,16,89.09110574986833,1.4739607536187813,Female,Low Active,41.00742594730201,Obesity,41.00742594730201
1312,Annually,46,94.72021437481753,1.7400088664294424,Male,Active,31.28525864058816,Obesity,31.28525864058816
1313,Annually,16,96.26399449792899,2.0436766438267258,Female,Low Active,23.048332769810948,Normal,23.048332769810948
1314,Annually,42,58.71049673216804,1.4970298340400783,Female,Sedentary,26.197198089560114,OverWeight,26.197198089560114
1315,Annually,31,73.97262495895049,1.7009885032420007,Female,Sedentary,25.56632312799114,OverWeight,48.176349
1316,Monthly,20,16.288840846238084,1.564263057740408,Female,Sedentary,6.656878065839237,Underweight,6.656878065839237
1317,Monthly,55,33.00603351851473,1.8489244602162462,Female,Active,56.536642,Obesity,40.059422
1318,Annually,60,83.51098726311429,1.4267521740156934,Male,Sedentary,41.02480561740762,Obesity,41.02480561740762
1319,Monthly,18,64.1603334261667,1.477176908458952,Male,Active,29.403673529488266,OverWeight,29.403673529488266
1320,Monthly,23,60.861520647793455,1.3863652483630629,Female,Low Active,31.665581823420325,Obesity,31.665581823420325
1321,Annually,45,7.69931466507979,2.096381700876225,Male,Active,1.7519082145952587,Underweight,1.7519082145952587
1322,Annually,43,42.37962616937113,1.5246754187551956,Male,Active,18.230657179635557,Underweight,18.230657179635557
1323,Annually,12,84.65896085093478,2.0931840278168945,Female,Sedentary,19.32226833782842,Normal,19.32226833782842
1324,Annually,49,70.88369504004683,1.5113695389567536,Female,Sedentary,31.031660738445478,Obesity,31.031660738445478
1325,Monthly,44,57.25414745243714,1.4614332644054362,Female,Sedentary,26.807046984552606,OverWeight,55.327263
1326,Annually,33,51.937241396633446,1.6766920352042214,Male,Active,18.474482250990462,Underweight,51.654494
1327,Monthly,42,6.250091369146665,1.3501024959391057,Female,Active,3.428884733536629,Underweight,3.428884733536629
1328,Annually,28,81.37613085031309,1.5777166651505825,Male,Sedentary,32.69181336926634,Obesity,32.69181336926634
1329,Annually,55,85.36333060502675,1.734580584583452,Female,Low Active,28.37150601544811,OverWeight,28.37150601544811
1330,Annually,38,36.36261493978732,2.068578623732162,Male,Low Active,8.497888767237098,Underweight,8.497888767237098
1331,Annually,49,78.09799444515602,1.4642793427762997,Female,Active,36.42436674323628,Obesity,36.42436674323628
1332,Monthly,56,59.00614723966543,1.5223777992922543,Male,Low Active,25.459646807881334,OverWeight,25.459646807881334
1333,Annually,33,60.78215422125551,1.986860213525524,Female,Active,15.397189744305416,Underweight,15.397189744305416
1334,Monthly,43,35.63323834252205,1.7625692645234508,Female,Active,11.469986517342925,Underweight,68.275503
1335,Monthly,30,23.540554160440536,1.7504298780825964,Female,Low Active,7.682936554954665,Underweight,7.682936554954665
1336,Monthly,19,72.93729882471203,1.691404891334469,Female,Low Active,65.405382,Obesity,65.405382
1337,Annually,23,40.11608071166748,1.4874885662217734,Female,Low Active,18.130560239165852,Underweight,18.130560239165852
1338,Annually,45,41.94037342241535,1.3029676911151582,Male,Low Active,24.70387033362377,Normal,24.70387033362377
1339,Monthly,33,49.28525099738668,1.7374405392520778,Female,Active,16.326649577665737,Underweight,46.979817
1340,Monthly,53,55.69732642955587,1.9544070452522189,Female,Active,14.581570761612307,Underweight,14.581570761612307
1341,Monthly,13,25.43290424140398,1.4146471893858792,Female,Active,12.70865745350357,Underweight,52.908222
1342,Monthly,35,7.914099268130597,1.4131708318947163,Female,Sedentary,3.9628913319438976,Underweight,3.9628913319438976
1343,Monthly,39,19.42600444895264,1.8607938076107646,Male,Active,5.6103115573811095,Underweight,57.553943
1344,Annually,52,92.2201044220653,1.9511321333458285,Male,Sedentary,24.224356367322496,Normal,44.657402
1345,Annually,49,93.21134306794502,2.099838680525526,Male,Active,21.139606685900535,Normal,21.139606685900535
1346,Monthly,13,68.68591728676415,1.6887608176621658,Female,Low Active,50.450933,Obesity,50.450933
1347,Annually,19,22.682959403118264,1.8889540333567107,Male,Active,6.3570691568646644,Underweight,6.3570691568646644
1348,Annually,14,30.046498824206523,1.539978233828631,Male,Active,12.66965263504884,Underweight,12.66965263504884
1349,Annually,22,27.756584977664918,1.3837989759560576,Male,Sedentary,14.495060154990298,Underweight,14.495060154990298
1350,Annually,42,32.641992834647766,1.8312999842843443,Female,Active,9.733245592040063,Underweight,9.733245592040063
1351,Annually,49,99.75417012260546,1.778043153800108,Male,Sedentary,31.553421975442628,Obesity,44.961826
1352,Monthly,21,52.924195551556075,1.4691771636853457,Female,Active,24.519179160259633,Normal,24.519179160259633
1353,Monthly,25,62.45646328854889,1.6109495402174636,Male,Active,24.06653203908428,Normal,24.06653203908428
1354,Monthly,41,8.184022275858027,2.003327145154665,Male,Low Active,61.552397,Obesity,61.552397
1355,Annually,52,35.823721553423724,1.725938490053776,Male,Sedentary,12.02596879366312,Underweight,51.738013
1356,Annually,38,26.28848140664923,1.6458161801697127,Male,Sedentary,9.705163226257609,Underweight,9.705163226257609
1357,Annually,53,23.97316735330735,1.8090729290969327,Female,Sedentary,7.325095098571296,Underweight,7.325095098571296
1358,Annually,29,71.07599022536688,2.0208890667100627,Male,Sedentary,17.40355501089696,Underweight,17.40355501089696
1359,Monthly,56,22.110538956780825,1.419445684763782,Female,Low Active,10.973919527640167,Underweight,10.973919527640167
1360,Annually,46,62.6333690912337,1.847090769532564,Male,Active,18.3581661999902,Underweight,18.3581661999902
1361,Annually,43,61.04474469214492,1.49014686692527,Female,Sedentary,27.490974417732986,OverWeight,27.490974417732986
1362,Monthly,24,99.9169080825012,1.6996491219901282,Male,Active,63.851107,Obesity,63.851107
1363,Monthly,46,6.813406902688509,2.0036333616782374,Female,Sedentary,1.6971796568939845,Underweight,46.780098
1364,Annually,36,32.23113115548147,1.8290396201641537,Female,Low Active,9.634503106479482,Underweight,9.634503106479482
1365,Monthly,22,96.72531646009794,1.930633614475961,Male,Sedentary,25.95018344977356,OverWeight,25.95018344977356
1366,Monthly,48,68.70619395921521,1.643066533870721,Female,Sedentary,67.066039,Obesity,67.066039
1367,Annually,49,79.70024179774397,1.6892724806116632,Female,Active,67.437128,Obesity,67.437128
1368,Annually,42,43.13253534159846,1.6069859878250274,Male,Active,16.702474099746993,Underweight,16.702474099746993
1369,Annually,20,32.363637299132286,1.8721525431462152,Male,Active,9.233680878075084,Underweight,9.233680878075084
1370,Annually,37,33.53985702479645,2.0543530444422338,Male,Active,7.947143351528308,Underweight,7.947143351528308
1371,Annually,31,26.469958787467352,1.6416556468889079,Male,Sedentary,9.82175587635344,Underweight,9.82175587635344
1372,Annually,46,39.164874076375845,1.6741256507698272,Male,Active,13.973996598460891,Underweight,13.973996598460891
1373,Monthly,26,20.589139152675372,1.7897059906230566,Female,Active,6.427984268536234,Underweight,50.55957
1374,Monthly,47,30.94570355761757,2.0480756907924316,Female,Low Active,7.377485341397372,Underweight,7.377485341397372
1375,Monthly,23,13.6525716881895,2.057334094155938,Female,Low Active,62.124282,Obesity,62.124282
1376,Monthly,21,54.780695395108175,1.75655955884181,Male,Sedentary,17.754227532692127,Underweight,17.754227532692127
1377,Annually,15,78.2878798495427,1.3219942174401367,Female,Low Active,44.79560648951809,Obesity,44.79560648951809
1378,Annually,39,68.32752644055422,1.5244160886891436,Male,Active,47.47085,Obesity,47.47085
1379,Monthly,34,13.552822535778073,1.3969470626736478,Male,Active,6.944961682385254,Underweight,6.944961682385254
1380,Monthly,39,31.90884142473413,1.4205217147741973,Male,Active,15.81303680770083,Underweight,15.81303680770083
1381,Monthly,24,34.39640185016152,1.9686256050256985,Female,Sedentary,8.875375886173043,Underweight,8.875375886173043
1382,Monthly,51,37.330360424693254,1.587427164238338,Female,Active,14.81407597392551,Underweight,14.81407597392551
1383,Monthly,17,4.8755689975815795,1.6041833989943832,Female,Active,1.8945988590068532,Underweight,1.8945988590068532
1384,Monthly,37,20.86872458339572,1.4819464402653495,Male,Active,9.502347132642965,Underweight,9.502347132642965
1385,Monthly,10,65.30143484611189,1.5126422405514726,Male,Sedentary,28.53975733830036,OverWeight,28.53975733830036
1386,Monthly,25,48.80205927557044,1.887903604535333,Male,Low Active,58.414688,Obesity,49.091598
1387,Monthly,42,49.00336346095359,1.5490734035448785,Male,Active,53.359514,Obesity,53.359514
1388,Monthly,37,75.99911966690686,1.587312203526932,Male,Low Active,30.16364711211159,Obesity,30.16364711211159
1389,Annually,51,97.54029277593624,1.6769436333876246,Female,Active,61.13135,Obesity,47.518096
1390,Monthly,19,98.44915635674677,1.9270740935623616,Male,Sedentary,26.510332375912096,OverWeight,26.510332375912096
1391,Monthly,48,96.9960973007266,1.940296030663876,Female,Active,48.974085,Obesity,48.974085
1392,Monthly,40,69.49407039113623,1.8080907812228801,Male,Sedentary,21.257260076759316,Normal,21.257260076759316
1393,Annually,11,7.75604404459278,1.4637250295290305,Female,Active,3.620105840306568,Underweight,3.620105840306568
1394,Annually,56,79.12500617568361,1.8355063573994432,Female,Sedentary,23.485616817655735,Normal,23.485616817655735
1395,Annually,48,78.04236280344689,1.8310363407176307,Female,Active,23.2775078540728,Normal,23.2775078540728
1396,Monthly,53,52.72232863672485,1.9949722468188082,Female,Active,13.247101600334979,Underweight,13.247101600334979
1397,Monthly,27,66.49436159047615,1.7314668153930783,Male,Sedentary,22.179741275164236,Normal,22.179741275164236
1398,Monthly,25,92.03013011293139,1.770003009484248,Female,Active,29.375280781681756,OverWeight,29.375280781681756
1399,Monthly,57,30.781216798651315,2.0143051637469642,Female,Active,7.5863915113975215,Underweight,45.279191
1400,Annually,42,57.11411152604743,1.5715309305548102,Male,Sedentary,23.125842257757146,Normal,23.125842257757146
1401,Annually,60,99.51086699611214,1.8081380974872014,Male,Low Active,30.437383503315168,Obesity,30.437383503315168
1402,Annually,60,22.621066297348104,1.5378095650186692,Male,Low Active,9.565506185543764,Underweight,9.565506185543764
1403,Monthly,37,28.303232735371367,1.3440846840148788,Male,Sedentary,15.666889415412802,Underweight,15.666889415412802
1404,Annually,54,94.56024625062206,1.5932932283650019,Male,Active,37.24921920830928,Obesity,37.24921920830928
1405,Annually,54,30.22553969041242,1.7877571214498305,Male,Low Active,49.332236,Obesity,49.332236
1406,Monthly,21,89.1342461693833,2.05732048464225,Male,Sedentary,21.059143075156175,Normal,21.059143075156175
1407,Monthly,60,84.02873057276926,1.9446942402128489,Male,Active,22.219032635722694,Normal,22.219032635722694
1408,Monthly,56,62.75342061050617,1.35711071763016,Male,Sedentary,34.07272303518308,Obesity,52.926399
1409,Annually,31,86.57174774498426,1.4841506645910836,Female,Sedentary,39.30250245852204,Obesity,39.30250245852204
1410,Monthly,30,19.44360102799099,1.327444650357006,Male,Active,11.034276381506748,Underweight,11.034276381506748
1411,Annually,60,49.87918163356893,1.372789966351715,Female,Active,26.467390611991146,OverWeight,26.467390611991146
1412,Annually,19,77.0988262426407,1.5025444571878632,Female,Sedentary,60.930936,Obesity,54.904592
1413,Annually,50,62.06691479959395,2.0868573792140808,Male,Active,14.251960809254415,Underweight,14.251960809254415
1414,Monthly,48,12.507599214698391,1.6097898785740063,Male,Low Active,4.826536241867321,Underweight,4.826536241867321
1415,Monthly,37,66.87771791934412,1.3576657075639644,Male,Sedentary,36.282378369866734,Obesity,36.282378369866734
1416,Annually,27,98.58594967035376,1.969011374324412,Female,Active,25.42837306774579,OverWeight,25.42837306774579
1417,Monthly,22,30.372239339302336,1.9558845322829173,Male,Active,7.939449473242699,Underweight,7.939449473242699
1418,Annually,47,58.41732032909716,1.546277886500091,Male,Low Active,24.432423151092806,Normal,24.432423151092806
1419,Annually,13,8.014439268916751,1.379191793836426,Male,Low Active,4.213313873776224,Underweight,4.213313873776224
1420,Annually,26,80.25452647986936,1.5793721171583184,Female,Low Active,32.173670040538106,Obesity,45.037665
1421,Annually,60,80.82927539672285,1.7550390256584898,Female,Low Active,26.24189113429281,OverWeight,26.24189113429281
1422,Monthly,60,57.28431519270903,2.0801332529563936,Male,Low Active,13.238946048039907,Underweight,13.238946048039907
1423,Monthly,36,9.27902822751183,1.8575141919738858,Female,Active,2.68929357759265,Underweight,49.646224
1424,Monthly,34,75.52703216289217,1.8704008259252611,Male,Active,21.589025944095717,Normal,21.589025944095717
1425,Annually,39,47.91313409246025,1.7049431224189833,Female,Active,16.482944229314374,Underweight,16.482944229314374
1426,Monthly,15,73.99259333911708,1.9024835613066653,Male,Sedentary,65.172934,Obesity,65.172934
1427,Monthly,23,85.0077387134023,1.3281581795591793,Female,Low Active,48.19021469806513,Obesity,48.19021469806513
1428,Annually,16,77.77353883669568,2.0655697681940235,Female,Low Active,49.372867,Obesity,49.372867
1429,Monthly,46,96.12467693446838,1.7844104784988668,Male,Sedentary,30.188766164122804,Obesity,30.188766164122804
1430,Monthly,44,91.24287774019118,2.0112064289463176,Female,Active,22.557225285731654,Normal,54.675573
1431,Monthly,17,22.340048862301227,1.633744014995352,Male,Low Active,8.369819638131633,Underweight,8.369819638131633
1432,Monthly,14,65.87302414390294,2.0715001123302637,Female,Active,15.351035620140687,Underweight,15.351035620140687
1433,Annually,50,95.78839966393986,1.9754345020989363,Female,Low Active,24.546391019136735,Normal,51.854265
1434,Monthly,57,95.1015298429012,1.6975986582274554,Female,Active,33.00026722401753,Obesity,33.00026722401753
1435,Monthly,34,46.854945718102705,1.8143559359460433,Female,Active,14.23345914909501,Underweight,14.23345914909501
1436,Annually,59,39.18055873531167,1.9497930362960059,Male,Active,10.30608203419222,Underweight,10.30608203419222
1437,Monthly,12,79.01133465152296,1.9419349955078307,Female,Low Active,20.95173640198053,Normal,20.95173640198053
1438,Monthly,34,16.523696609150967,1.6551775036466871,Female,Sedentary,6.031399037465776,Underweight,6.031399037465776
1439,Annually,45,8.218978386851765,1.7675286480882226,Male,Sedentary,2.63078232434428,Underweight,2.63078232434428
1440,Annually,26,80.51765774149892,1.3917667999815655,Male,Active,41.56790989941411,Obesity,41.56790989941411
1441,Annually,48,54.10917560360608,2.0626956076529757,Male,Low Active,12.717467298919441,Underweight,12.717467298919441
1442,Annually,26,79.49984894948417,1.751840781501924,Female,Low Active,25.904608860573685,OverWeight,25.904608860573685
1443,Monthly,48,64.63135496894745,1.8548003786642329,Female,Sedentary,18.786631166108503,Normal,18.786631166108503
1444,Annually,43,33.74547057989672,2.0398410217191247,Male,Active,8.110037197133394,Underweight,8.110037197133394
1445,Monthly,14,42.61032145210715,2.002757403540145,Male,Sedentary,10.623267534614719,Underweight,41.749263
1446,Annually,41,82.40246367406876,1.9698374200411963,Male,Sedentary,21.23632826461906,Normal,21.23632826461906
1447,Monthly,22,69.72596405891761,1.814456546553895,Female,Low Active,60.916162,Obesity,60.916162
1448,Monthly,52,88.01777867100208,1.7730852046118335,Male,Low Active,27.996980331531333,OverWeight,27.996980331531333
1449,Annually,55,71.76480738230173,1.6219482487578236,Male,Active,27.279571061179123,OverWeight,27.279571061179123
1450,Monthly,41,32.41305084106806,1.4246171871186033,Male,Low Active,15.970685274321376,Underweight,15.970685274321376
1451,Annually,12,53.122283674403754,2.074815277794394,Female,Low Active,12.34007678817104,Underweight,12.34007678817104
1452,Monthly,24,54.19416377475175,2.0983692578817363,Male,Active,12.308034060726293,Underweight,12.308034060726293
1453,Monthly,10,8.388058744567648,1.9839701950533752,Female,Low Active,2.1310379132009007,Underweight,48.510274
1454,Monthly,56,83.34165975951781,1.496952907686891,Female,Sedentary,56.409079,Obesity,56.409079
1455,Monthly,31,79.01056440463593,1.8966241732600513,Female,Low Active,21.96456471983253,Normal,21.96456471983253
1456,Monthly,24,77.18536480544422,1.7823444477956643,Female,Low Active,59.413542,Obesity,59.413542
1457,Monthly,44,60.76127310782288,1.4231964538000523,Female,Sedentary,29.998335573844294,Obesity,29.998335573844294
1458,Monthly,46,26.58953918890922,2.005153766344025,Female,Sedentary,6.613257698085675,Underweight,6.613257698085675
1459,Monthly,58,7.736697518780327,1.4460814620170055,Male,Low Active,3.6997305877100133,Underweight,3.6997305877100133
1460,Annually,26,71.78268538050105,1.9231019798450628,Female,Sedentary,19.40953232983502,Normal,59.261627
1461,Monthly,14,12.161897454413369,1.8568354207403939,Male,Low Active,3.5273983961665976,Underweight,3.5273983961665976
1462,Annually,47,74.67492956882178,1.5059253743853047,Female,Low Active,50.318977,Obesity,50.318977
1463,Annually,24,10.47090848564705,1.863411952913892,Male,Low Active,67.265332,Obesity,67.265332
1464,Monthly,35,77.77615259058898,1.8258047872168102,Male,Active,23.33123740782864,Normal,23.33123740782864
1465,Annually,37,46.89423386780986,1.5238039683062006,Female,Sedentary,20.195808524786948,Normal,20.195808524786948
1466,Annually,44,52.686724320921236,1.5523188972091528,Male,Sedentary,21.864487866674096,Normal,54.367071
1467,Monthly,60,80.73613408081133,2.0086327574069296,Female,Low Active,20.01091135122316,Normal,20.01091135122316
1468,Monthly,58,77.41400638293482,1.9157436804902352,Male,Sedentary,21.093310260471416,Normal,21.093310260471416
1469,Annually,39,22.736237265414708,1.9594068058916683,Male,Low Active,5.922013161855501,Underweight,5.922013161855501
1470,Annually,49,91.1133509036827,1.3524579297857073,Male,Low Active,49.812058547991434,Obesity,49.812058547991434
1471,Annually,51,24.167456865605814,1.7817702701460885,Female,Low Active,7.612504032824714,Underweight,7.612504032824714
1472,Monthly,13,88.74598702576299,2.0569518401133102,Female,Sedentary,20.97492790777309,Normal,20.97492790777309
1473,Annually,41,3.729336533067954,1.8855397331600456,Male,Sedentary,1.0489630698078092,Underweight,61.5869
1474,Annually,46,30.772481254947635,1.3841562156154472,Male,Sedentary,16.06172926644029,Underweight,16.06172926644029
1475,Annually,46,21.949445741416124,1.8692619412011138,Male,Sedentary,6.2817873510397035,Underweight,6.2817873510397035
1476,Monthly,35,35.97343653841244,1.8614134473059036,Female,Active,10.382363591013817,Underweight,10.382363591013817
1477,Monthly,12,77.7215392678139,1.9084244108853203,Female,Sedentary,21.3398551448981,Normal,63.369929
1478,Annually,52,72.09729814757085,1.4983777734198855,Male,Sedentary,32.112664752991776,Obesity,32.112664752991776
1479,Monthly,32,88.51039598300078,1.5337926020653856,Female,Active,37.62365698644307,Obesity,37.62365698644307
1480,Monthly,23,90.12207182202829,1.3146365165618021,Male,Active,52.145853985630296,Obesity,52.145853985630296
1481,Annually,32,64.66254219091287,1.5062513897928027,Female,Sedentary,28.500852694360823,OverWeight,28.500852694360823
1482,Monthly,12,52.514454268531786,1.9651990341554224,Female,Active,13.597709934961976,Underweight,13.597709934961976
1483,Annually,21,41.96412929330872,1.9218881594950987,Female,Sedentary,11.361142160141831,Underweight,11.361142160141831
1484,Annually,26,76.18206919214357,1.8871461388164354,Female,Sedentary,57.072886,Obesity,57.072886
1485,Monthly,18,81.03380809030809,1.484043894355191,Male,Active,36.793640067802706,Obesity,36.793640067802706
1486,Annually,27,36.989132827857766,1.818627812385527,Female,Low Active,11.18372534314953,Underweight,11.18372534314953
1487,Monthly,57,5.2538438708994,1.79283124916284,Male,Sedentary,1.6345504740804564,Underweight,1.6345504740804564
1488,Monthly,15,29.458172789637803,1.8949256091005018,Female,Low Active,57.666156,Obesity,57.666156
1489,Monthly,20,89.32473886411454,1.8820779651506072,Female,Sedentary,25.21718096041979,OverWeight,25.21718096041979
1490,Monthly,21,61.22525030429576,1.3792174747192896,Male,Active,32.18585624601782,Obesity,32.18585624601782
1491,Annually,31,17.784891374698912,1.6663702051012999,Male,Active,6.404839238641111,Underweight,6.404839238641111
1492,Annually,18,75.78037257220737,1.5385745729723608,Male,Active,57.898118,Obesity,66.146827
1493,Monthly,23,45.55687836148349,1.8701540436210646,Female,Active,13.025643763782307,Underweight,13.025643763782307
1494,Annually,32,75.10677487065718,2.083672778245993,Female,Sedentary,17.298963307672366,Underweight,17.298963307672366
1495,Annually,10,62.92937415843344,1.3541682720002841,Male,Sedentary,34.31690752631825,Obesity,34.31690752631825
1496,Annually,17,57.39255924898336,1.9734425963523752,Female,Active,14.736915556448455,Underweight,14.736915556448455
1497,Monthly,23,73.60808086695556,1.735221140518225,Male,Sedentary,24.44645184359155,Normal,24.44645184359155
1498,Annually,12,6.312332960008149,1.9052009475106475,Male,Active,1.7390349934700544,Underweight,1.7390349934700544
1499,Annually,17,31.17362570101479,1.9757360940750912,Female,Sedentary,7.986002627659032,Underweight,7.986002627659032
1500,Monthly,33,65.02664399544247,1.3343648898628764,Male,Sedentary,36.52095524263954,Obesity,36.52095524263954
1501,Monthly,29,43.14029998422094,1.7651732052007902,Female,Active,13.845495665321495,Underweight,13.845495665321495
1502,Annually,31,56.27351967350974,1.3250469194699528,Female,Sedentary,32.0509986420232,Obesity,32.0509986420232
1503,Annually,18,24.893006447183307,1.6985188637012592,Male,Sedentary,8.628525811658886,Underweight,8.628525811658886
1504,Annually,13,67.1421739645343,2.0934531730031116,Male,Sedentary,15.320357411216479,Underweight,15.320357411216479
1505,Monthly,45,12.218487477144981,2.0126357570162945,Male,Sedentary,3.0163871335312518,Underweight,3.0163871335312518
1506,Annually,58,90.31732028518879,1.4460559902985766,Male,Active,43.19175250028962,Obesity,43.19175250028962
1507,Annually,24,21.71909228377622,1.875310044108672,Female,Sedentary,6.175832537104008,Underweight,6.175832537104008
1508,Annually,22,7.687383278787186,2.088879380441294,Male,Active,1.7617805409044967,Underweight,1.7617805409044967
1509,Monthly,18,45.825236747249065,2.051718634717398,Female,Low Active,10.886019588159812,Underweight,10.886019588159812
1510,Annually,37,82.10813246192667,1.521346287419005,Male,Active,35.47562179599866,Obesity,35.47562179599866
1511,Monthly,45,73.2203975327243,1.5671009635017912,Female,Active,29.815227478522846,OverWeight,69.288128
1512,Annually,28,74.02844114415198,1.9210212407988825,Female,Low Active,53.219739,Obesity,53.219739
1513,Monthly,16,67.47346903384998,1.5090081815810097,Male,Sedentary,29.63124165407696,OverWeight,29.63124165407696
1514,Monthly,28,68.9808022043457,1.6502197455849388,Female,Low Active,25.330553633061005,OverWeight,25.330553633061005
1515,Monthly,48,38.69741825284531,1.7295443048743764,Female,Sedentary,43.224881,Obesity,43.224881
1516,Monthly,48,85.31413736410813,1.7409475547969036,Female,Active,28.14813511608007,OverWeight,28.14813511608007
1517,Annually,15,16.445020704015928,2.0096777353537982,Male,Sedentary,4.071754475101496,Underweight,45.447483
1518,Annually,46,41.252239149687036,1.5660030269842973,Male,Sedentary,16.821407525632324,Underweight,16.821407525632324
1519,Annually,22,60.035771402216234,1.3672758663391316,Female,Low Active,32.1142511106249,Obesity,32.1142511106249
1520,Annually,37,72.28757574925629,1.9277974805034446,Male,Low Active,19.450951175541917,Normal,19.450951175541917
1521,Monthly,17,32.25281283965423,1.919146314601966,Female,Sedentary,8.756920837328154,Underweight,8.756920837328154
1522,Annually,58,77.63281255748068,1.480585657790556,Male,Active,57.581802,Obesity,57.581802
1523,Monthly,27,97.21326614256019,1.5375529202139009,Male,Sedentary,41.12116307260724,Obesity,41.12116307260724
1524,Monthly,15,28.47040478336871,1.3709257918831872,Female,Active,15.148364538127437,Underweight,15.148364538127437
1525,Monthly,20,45.84260598706619,1.5430001574932524,Male,Low Active,19.25472662432731,Normal,19.25472662432731
1526,Annually,41,94.00475367770402,1.4525257844113124,Male,Low Active,64.386103,Obesity,64.386103
1527,Monthly,48,89.31054563874372,1.8193987438822914,Male,Low Active,26.980311631128696,OverWeight,26.980311631128696
1528,Monthly,41,81.5176987748431,1.5343053782407114,Male,Low Active,68.046186,Obesity,68.046186
1529,Monthly,10,27.626429433803185,1.3759188207499629,Female,Sedentary,14.592816984177896,Underweight,14.592816984177896
1530,Monthly,25,7.565242992919556,1.7268030613675962,Male,Low Active,2.53709811194161,Underweight,2.53709811194161
1531,Annually,18,40.30250675687655,1.834073851149899,Male,Low Active,11.981147680058656,Underweight,11.981147680058656
1532,Annually,36,52.40940909725508,1.9409638757891903,Female,Low Active,13.911512745192885,Underweight,13.911512745192885
1533,Annually,47,17.09163183052018,1.3608167834251996,Female,Active,9.22962838492097,Underweight,9.22962838492097
1534,Monthly,39,28.388815649323615,1.8092901584222214,Female,Low Active,8.672230906887883,Underweight,8.672230906887883
1535,Monthly,40,17.032196074321014,1.9764569290231775,Male,Active,4.360094867313204,Underweight,4.360094867313204
1536,Annually,54,57.910913140787414,1.855604310063162,Female,Low Active,63.710154,Obesity,63.848101
1537,Annually,40,28.43285618746238,1.947772312319163,Male,Active,7.494524994900341,Underweight,7.494524994900341
