,Area_name,Area(Sq.Mt.),Soil,Distance_from_city,Budget,Passenger_traffic,Revenue,Time_to_build
568,"45709 Hill Route Suite 500
Johnville, WY 08961",31033,Sand,51.28957503,40342900,117154591,1841966749,17.04
569,"701 Jade Mission Suite 184
Jenniferfurt, IL 97910",30705,Silt,73.77251951,39916500,98786404,1229402966,16.86
570,"12771 Troy Crossroad
Lake Katelynmouth, ME 92707",31012,Sand,9.103220668,40315600,127296076,1536349415,17.03
571,"55500 Glenn Field Suite 457
Deanmouth, CT 80588",30771,Sand,74.64126081,40002300,84769387,1137505769,16.89
572,"148 Elizabeth Spur Suite 404
Juliemouth, WA 79190",30819,Sand,88.81155465,40064700,103878747,1830331429,16.92
573,"907 Sanchez Mission
North Jasmine, NJ 80521",30870,Silt,23.14645379,40131000,141770326,1766100596,16.95
574,"12654 Brewer Coves Apt. 168
West Rachelview, DE 58533",30802,Sand,14.49725192,40042600,148012269,1537219087,16.91
575,"PSC 7881, Box 1503
APO AE 58503",30418,Sand,99.40872675,39543400,88448864,1829596242,16.7
576,"02084 Snyder Shoals Suite 545
Brianberg, MD 67683",30602,Loam,44.7520817,39782600,111126997,1234825089,16.8
577,"651 Justin Plains Suite 099
Christopherland, PA 33728",30752,Sand,88.040931,39977600,132742807,1164730104,16.88
578,"PSC 6714, Box 3858
APO AP 42681",31136,Silt,27.8201239,40476800,114419705,1068743570,17.09
579,"54419 Duane Forges
Lake Tyler, GA 82731",30765,Sand,90.9266691,39994500,122258555,1279721411,16.89
580,"744 Golden Gardens Apt. 958
Pamelamouth, NV 07882",30767,Loam,94.44141409,39997100,96272765,950610407.2,16.89
581,"535 Mann Radial Suite 238
Philipstad, OR 86337",30716,Sand,88.54148236,39930800,120886319,1417843667,16.86
582,"01508 Steven Stream Suite 808
Moorefurt, MO 61013",30690,Clay,61.22170216,39897000,84305844,1581987933,16.85
583,"Unit 9377 Box 6160
DPO AP 25877",30880,Loam,58.94558702,40144000,116311035,1753179737,16.95
584,"34705 Lori Mall Apt. 034
West Phillipchester, PA 03435",30763,Clay,75.98848771,39991900,73578698,1799105620,16.89
585,"7845 Bradley Alley Apt. 640
Johnfurt, OR 30214",30842,Loam,37.8537802,40094600,99203430,1034597155,16.93
586,"71335 William Cove
Port Robinmouth, MO 65423",31029,Silt,87.53006965,40337700,135306739,1860826205,17.03
587,"Unit 0864 Box 7522
DPO AP 05906",31076,Sand,37.59051707,40398800,102882908,1222376066,17.06
588,"130 Nicole Points
North Ana, TX 17635",30771,Loam,27.25520482,40002300,91385738,1453139414,16.89
589,"748 Miller Harbor
North Vanessaville, MI 92233",30939,Silt,67.19434606,40220700,133810436,874683047.6,16.99
590,"67328 Richard Gardens Apt. 025
South Samanthachester, AK 25499",31100,Silt,46.04697654,40430000,100199106,1264083437,17.07
591,"1226 Cross Terrace
West Shannonstad, ME 66445",30685,Silt,90.59794764,39890500,133722404,1760279490,16.85
592,"56096 Foster Route
Turnerhaven, GA 18762",30714,Clay,84.28905547,39928200,110300690,1812576548,16.86
593,"950 Daniel Lake
Butlerside, IL 76861",30499,Silt,79.21097582,39648700,117465627,1701793321,16.74
594,"828 Williams Crossing Suite 943
East Joseph, VT 83786",30666,Sand,7.984374978,39865800,89372808,1280234923,16.84
595,"Unit 0279 Box 6591
DPO AE 95571",30815,Loam,12.80698298,40059500,127698397,1132573298,16.92
596,"799 Chase Corner Apt. 111
Feliciachester, ID 08158",30911,Silt,75.16897518,40184300,155588007,1737337624,16.97
597,"7028 Dakota Ridge
Debrabury, NE 87442",30873,Clay,15.29448347,40134900,116426694,1071176317,16.95
598,"48416 Jennifer Bridge Suite 765
Kellyfort, AZ 12946",30816,Silt,43.49299609,40060800,82963052,1027434059,16.92
599,"780 Kemp Curve
Christopherbury, OR 09699",30768,Clay,22.87312462,39998400,76091118,1341632305,16.89
600,"1220 Davis Estates Suite 847
Lake Rickyville, UT 69846",31077,Sand,82.10596618,40400100,153633157,1345731189,17.06
601,"362 Morrow Wall
Washingtonfort, IL 20326",30553,Clay,63.36457371,39718900,78749505,860753938.2,16.77
602,"336 Natalie Manors
Port Robert, CO 27386",30898,Loam,60.30425159,40167400,81980979,1606283331,16.96
603,"36360 Lamb Neck
New William, SC 05679",31007,Loam,96.40907,40309100,136934643,1336176658,17.02
604,"39994 Adams Avenue
Figueroaburgh, GA 77506",30824,Clay,77.9088478,40071200,81112860,1255873847,16.92
605,"055 Ashley Parkway
West Adrienneton, LA 73059",30878,Clay,99.29168648,40141400,102266873,956656786.2,16.95
606,"PSC 7184, Box 7050
APO AP 19050",30419,Sand,24.56124371,39544700,149648644,1856399423,16.7
607,"11070 Patricia Turnpike
West Lindahaven, SD 32005",30843,Silt,75.12056187,40095900,138044730,1176749666,16.93
608,"53469 Zachary Prairie Suite 023
Floresbury, NE 11391",30991,Clay,47.55767387,40288300,73543153,1551982988,17.01
609,"1357 Schmidt Burgs Apt. 966
South Stephanie, UT 71950",30725,Silt,13.24903002,39942500,136179377,1513205143,16.87
610,"5300 Hernandez Rest Apt. 572
Daniellemouth, AR 36795",31220,Sand,56.02010972,40586000,93677092,1489635564,17.14
611,"3525 Hall Squares
Millertown, LA 66037",30729,Loam,99.03725944,39947700,123494087,973522597,16.87
612,"205 Gomez Locks Apt. 610
Hernandezfort, NV 81449",30763,Clay,70.12755917,39991900,150553936,1434909122,16.89
613,"606 Amanda Pines Apt. 966
East Stephanie, WV 22742",30941,Clay,11.80951859,40223300,129945212,1359097769,16.99
614,"485 Tyler Isle Suite 817
Lake Amyshire, NM 43394",30915,Clay,89.90984212,40189500,95008694,1288219063,16.97
615,"011 Lisa Way
Nicoleland, NC 53614",31243,Loam,45.28751613,40615900,118832742,1253187329,17.15
616,"6137 Robert Groves Suite 649
New Robert, NV 72162",30852,Loam,54.58536406,40107600,105463570,1141707973,16.94
617,"5010 Debbie Haven
New Shaunton, MO 22526",30759,Silt,61.92092159,39986700,144505976,1568020438,16.89
618,"766 Philip Vista Suite 830
West Reneeton, CA 58604",31303,Loam,29.5507654,40693900,88675253,1781411119,17.19
619,"USNS Johnson
FPO AA 39733",30620,Loam,86.93863673,39806000,141992667,1832746559,16.81
620,"930 Laura Island
Davismouth, KS 88361",30733,Clay,63.19203443,39952900,131189422,1509070270,16.87
621,"USS Simmons
FPO AP 62375",30955,Loam,63.40708205,40241500,78773062,1829122484,16.99
622,"PSC 5278, Box 7894
APO AE 68050",30793,Loam,76.81831859,40030900,78495669,1865124839,16.91
623,"2306 Scott Ways Apt. 607
North Joseph, NH 40549",31055,Silt,16.56493483,40371500,156840400,1748166094,17.05
624,"99993 Christina Skyway
South Hunter, KS 75141",30790,Loam,62.38282694,40027000,134436721,1766599594,16.9
625,"4411 Kelsey Cove
South Vincent, GA 16401",30658,Silt,73.65075768,39855400,152593609,1102489541,16.83
626,"5616 Jennifer Neck
North Nathan, PA 13263",30980,Sand,84.93706213,40274000,80460494,1666828576,17.01
627,"382 Smith Square Apt. 245
South Baileyshire, VA 39923",30787,Loam,12.60583793,40023100,115544766,1770948767,16.9
628,"511 Rachel Green Apt. 998
North Juanmouth, OH 75949",31021,Silt,44.08019757,40327300,82864144,1194524738,17.03
629,"923 Walker Meadow Apt. 575
East Troyborough, TN 57728",30771,Silt,28.52366134,40002300,97301632,890113718.8,16.89
630,"Unit 3974 Box 2974
DPO AE 40814",31030,Silt,92.73638978,40339000,99005565,1046809305,17.04
631,"7789 Fletcher Pine
Lake Ruthhaven, DE 39289",30748,Loam,49.30983901,39972400,75623213,1320079263,16.88
632,"PSC 3077, Box 8183
APO AE 55605",30538,Loam,22.67014509,39699400,148667479,1597351769,16.77
633,"37164 Freeman Keys
New Jasonview, HI 20470",30449,Silt,59.60202146,39583700,72430072,1299764312,16.72
634,"7527 Veronica Lock Suite 958
Reynoldsport, TN 49363",30910,Silt,11.24967661,40183000,99527043,1680461860,16.97
635,"39417 Daniel Lock Apt. 629
Tristanbury, MI 91776",30877,Sand,45.86588655,40140100,129937495,898856787.2,16.95
636,"861 Paula Knoll
Rodriguezfort, OR 12597",30811,Clay,71.34924792,40054300,102035118,1086370988,16.92
637,"933 Hunt Vista Suite 746
North Mariafurt, CA 62400",30755,Loam,15.58314073,39981500,100442664,1526560135,16.88
638,"520 Coleman Causeway
Lawrenceside, NM 01470",30878,Sand,76.01577787,40141400,156192676,1260916518,16.95
639,"153 Michelle Crest Apt. 605
North Kathryn, VA 92091",30958,Silt,90.14167989,40245400,87946361,1384203944,17
640,"USNV Guzman
FPO AP 71483",30815,Sand,48.09383667,40059500,119468819,1718729802,16.92
641,"9718 Joseph Station Suite 627
Garciabury, MS 91799",31084,Sand,52.01905691,40409200,107326220,1638564024,17.07
642,"USS Booth
FPO AA 20806",30846,Loam,36.46747687,40099800,141955804,1758516299,16.93
643,"722 Howell Well Suite 457
Katherineton, WV 31280",30827,Sand,82.45434608,40075100,129066091,1429099735,16.92
644,"795 Erin Lane Suite 922
North Joyberg, IN 39068",30696,Silt,43.97720907,39904800,88491395,1372334442,16.85
645,"8933 Donovan Bypass
Wilsonton, TN 47027",30885,Loam,82.39311037,40150500,141959052,1424433495,16.96
646,"5531 Joshua Extension Apt. 865
North Joshuaview, VA 01110",30877,Sand,46.5354463,40140100,85849069,1149127424,16.95
647,"4800 Harrington Center Apt. 813
Robertland, OR 04915",31175,Silt,95.77714424,40527500,90554117,1422651766,17.12
648,"28677 Brooks Crossroad Apt. 524
South Mirandaport, IL 28290",30525,Silt,92.51196214,39682500,125217962,1133280744,16.76
649,"42576 Edward Walk Suite 162
East Mitchell, MT 63653",31054,Loam,65.99263755,40370200,122451937,1362282258,17.05
650,"06979 Mitchell Oval
Lake Ann, FL 92709",31015,Loam,78.42297879,40319500,137106471,1556668532,17.03
651,"25718 Mark Island
Bowershaven, IN 09030",30859,Silt,76.99090391,40116700,95202034,1743547905,16.94
652,"8043 Kenneth Field Apt. 327
East Charles, NC 33620",30843,Sand,90.99887823,40095900,149848503,1451509504,16.93
653,"155 Candace Trafficway
Campbellhaven, SD 73556",30701,Loam,42.51372206,39911300,157211395,1685553170,16.85
654,"9507 Joseph Orchard Apt. 383
South Jacob, FL 88136",30596,Silt,57.33896506,39774800,81002183,1187652265,16.8
655,"212 Jacob Rue Suite 442
Mendezstad, AL 31029",30951,Loam,42.22077751,40236300,75122437,1149290960,16.99
656,"7720 Sheila Extensions Suite 038
Cooperfurt, AK 38556",30994,Clay,12.59037665,40292200,138110651,1626101761,17.02
657,"265 Sanchez Glens
Reneechester, FL 92850",30873,Clay,19.14901041,40134900,116615051,1195927935,16.95
658,"3446 Beth Drives Apt. 757
North Shaunshire, NM 07017",30686,Clay,14.42786996,39891800,72481098,921317107.8,16.85
659,"0879 David Street
Nicoleshire, RI 68072",30780,Silt,86.44249933,40014000,152071142,1069048046,16.9
660,"4926 Jasmine Ramp
Castillochester, FL 19534",30639,Clay,40.09663497,39830700,131443496,1486956893,16.82
661,"8511 Kim Walk
West Kellychester, ND 00503",30707,Clay,60.34295786,39919100,131271171,1647556710,16.86
662,"7407 Brian Glens Apt. 388
Lake David, VA 23972",30536,Clay,24.12846874,39696800,97840865,1289946075,16.76
663,"01568 Li Mills
New Kendra, AZ 22762",31042,Clay,56.13163211,40354600,134815135,1246621384,17.04
664,"750 Marcus Junction
Adamsville, CO 12834",30764,Loam,61.0712356,39993200,144774353,1773682933,16.89
665,"68098 Marcus Gateway Apt. 933
Boyerville, AK 13086",30957,Loam,69.29623533,40244100,155880204,1776914776,17
666,"83215 Melissa Fort Suite 848
North Andrew, IA 79402",30878,Clay,7.138955645,40141400,107403058,1475965193,16.95
667,"001 Thompson Coves
North Joseph, PA 01920",30758,Clay,79.23588772,39985400,113935054,1758971720,16.89
668,"6740 Melissa Ways Suite 003
West Andre, OR 01659",30470,Silt,25.58286476,39611000,155991592,1640467246,16.73
669,"7623 Denise Springs
West Andreastad, KS 35635",31098,Clay,80.22397291,40427400,106607569,1035215027,17.07
670,"446 Drake Knolls Apt. 201
Edwardsview, GA 45737",30824,Clay,56.78224684,40071200,147090311,1649551819,16.92
671,"303 Peterson Forest
Garciastad, KS 72110",31014,Loam,42.71240439,40318200,96849366,949566933.2,17.03
672,"3428 Cox Point Suite 412
North Douglas, WI 32135",30737,Silt,66.86638934,39958100,132180312,1144591823,16.87
673,"9771 Renee Rest
North Darlene, IN 27260",30933,Clay,50.11867018,40212900,73786863,964871155.6,16.98
674,"827 Stanley Route
Erinport, WA 84442",30866,Loam,66.66397117,40125800,112955405,1499755267,16.95
675,"57779 Christopher Pike
Davismouth, WV 07809",30713,Silt,81.04408358,39926900,77924316,1835836802,16.86
676,"360 Barbara Wells
New Paul, MD 46980",30667,Loam,82.33299293,39867100,85498403,1077935086,16.84
677,"492 Howell Court
Derekview, TX 96790",30879,Loam,79.73222532,40142700,126345220,1569758437,16.95
678,"079 Rasmussen Center
Karenchester, MD 83399",30778,Loam,91.65010506,40011400,110104034,1269855065,16.9
679,"0921 Chris Ford Suite 252
Gallowayside, DE 74609",31124,Sand,67.70655392,40461200,157472808,1274620931,17.09
680,"4712 Davis Land
Petersfurt, OH 38395",30950,Sand,48.89474029,40235000,83566298,1712373803,16.99
681,"2536 Kennedy Shoal Suite 784
South Jessica, ND 94566",31017,Sand,69.04612065,40322100,127184287,954969539.6,17.03
682,"34534 Watson Hollow
Mcgeemouth, GA 94681",30389,Sand,87.96970468,39505700,122231015,922691760.6,16.68
683,"USS Fletcher
FPO AP 64493",30980,Silt,35.45946282,40274000,99825302,1400363360,17.01
684,"52779 Watts Gardens
North Christopher, OH 95608",30792,Loam,18.9613457,40029600,131218782,1676651734,16.9
685,"94595 Linda Lake Apt. 491
Port Danielhaven, AZ 62927",31103,Clay,70.23709856,40433900,89930067,1762383147,17.08
686,"945 Sheila Extension
Perryfurt, MA 40705",30846,Loam,45.43219516,40099800,95604009,1105613319,16.93
687,"760 Sara Meadow
Jasonborough, NE 70894",31316,Silt,92.90389334,40710800,150353309,1356879097,17.19
688,"992 Angela Brooks
Sharonville, MS 46907",30877,Sand,28.83779718,40140100,142071593,943396371,16.95
689,"PSC 3881, Box 3963
APO AE 77458",30534,Silt,47.79089654,39694200,130811674,1807244069,16.76
690,"PSC 5961, Box 8445
APO AP 91560",30952,Loam,44.19103444,40237600,96669366,1466257073,16.99
691,"87241 Leslie Court Apt. 775
North Bianca, MD 15119",30538,Sand,73.13110947,39699400,100052197,1514126310,16.77
692,"18077 Sara Villages Suite 661
East Jeffreystad, ID 68167",31053,Clay,15.22995437,40368900,112183512,1484457771,17.05
693,"Unit 5388 Box 7408
DPO AA 34627",30743,Clay,97.6989909,39965900,111443393,1217225047,16.88
694,"615 Noah Path Suite 785
East Huntermouth, NY 52995",30944,Silt,93.57613667,40227200,96481738,1494408380,16.99
695,"9639 Maureen Crossroad
Debraport, PA 02703",31078,Loam,66.37114743,40401400,154047978,1799994927,17.06
696,"PSC 2950, Box 8579
APO AE 88347",31041,Silt,94.75372133,40353300,153111562,915986174.6,17.04
697,"7951 Renee Canyon
Paceside, OH 11546",30941,Silt,61.85973856,40223300,142420054,1537244363,16.99
698,"8745 Diana Field Apt. 789
Matthewbury, NE 57785",30886,Loam,46.30366769,40151800,134062181,1836848510,16.96
699,"4156 Johnson Circles Suite 991
South Joshua, MO 68134",30460,Sand,51.31715231,39598000,146218576,1283219190,16.72
700,"080 Jessica Throughway
Ericksonchester, WI 49220",30934,Loam,58.3219519,40214200,109703186,1703175231,16.98
701,"0369 Cruz Stravenue Apt. 174
Port Markfort, LA 96646",31098,Sand,49.1679249,40427400,109292277,1785813794,17.07
702,"7076 Justin Forks Suite 077
North Tyler, MS 38406",30966,Clay,59.31941096,40255800,101107382,1156240653,17
703,"01897 Katie Center Suite 860
North Amandastad, WA 02379",30925,Loam,50.57170986,40202500,89886314,1600046488,16.98
704,"5523 Barbara Circle Apt. 347
Jenniferbury, MS 98305",30565,Silt,80.26088616,39734500,111689706,961395701.6,16.78
705,"3765 Kevin Groves
Melissachester, NM 94141",30638,Sand,50.41291062,39829400,142400526,1427249801,16.82
706,"638 Porter Ports
Terrimouth, ID 90397",30620,Clay,88.64380297,39806000,112747043,1094347611,16.81
707,"529 Jennifer Knolls Suite 877
Maryborough, DC 04469",30695,Sand,55.06845279,39903500,87666320,1405515747,16.85
708,"0374 Chad Stream Apt. 885
Stevenfurt, NE 62074",30462,Loam,43.14220526,39600600,89830861,1821462549,16.72
709,"3317 Robert Field Apt. 685
Rodriguezton, NV 28367",30689,Clay,73.75740282,39895700,97350265,1651203465,16.85
710,"USCGC Mccall
FPO AA 75882",30858,Silt,7.046265951,40115400,77259277,1110272809,16.94
711,"799 Edward Village Suite 666
Lake Marcmouth, WV 92219",30888,Sand,73.77990244,40154400,119923801,939967763,16.96
712,"3235 Lance Locks
Homouth, TN 25015",30815,Clay,37.9688212,40059500,116134208,1105959661,16.92
713,"13470 Griffin Brook Apt. 078
Thomasland, GA 97180",30745,Silt,68.27648275,39968500,122787683,993873054,16.88
714,"38351 Cook Motorway
New Vincent, DE 07242",30830,Loam,16.45353454,40079000,117652855,1236833024,16.93
715,"3806 Ward Springs Suite 450
New Gregory, KS 21263",30734,Clay,36.38779688,39954200,86949422,1809165722,16.87
716,"8748 Stephanie Inlet
West Stephanieberg, AZ 76244",31130,Sand,70.78039084,40469000,109618837,1300900464,17.09
717,"81036 Ballard Rest
East Ryan, PA 12650",30810,Clay,76.27982867,40053000,72277772,1708388365,16.91
718,"646 Ingram Course
Justinfurt, AR 01618",30731,Clay,35.04311724,39950300,148502259,1469048859,16.87
719,"PSC 7936, Box 5621
APO AA 85915",31029,Silt,30.27161224,40337700,108916546,1605854566,17.03
720,"312 Lin Unions
Johnsonburgh, LA 37972",30788,Clay,81.36557264,40024400,88819465,1682077822,16.9
721,"6803 David Expressway Suite 170
Port Vickiehaven, NC 84121",30942,Silt,60.24504967,40224600,154052666,1692936112,16.99
722,"94381 Michael Corners Suite 355
Patrickton, TN 78340",30802,Loam,22.64369246,40042600,129868201,878884956.8,16.91
723,"9979 Donna Squares Suite 373
East Barbaraport, CT 41982",31138,Loam,5.128500549,40479400,158120253,850084980,17.09
724,"91842 Erin Meadow Apt. 492
Port John, MD 12967",30970,Silt,58.31017031,40261000,77332896,1560648034,17
725,"83799 Suzanne Manors
Lake Jessica, MD 02830",30946,Sand,24.21342579,40229800,140154315,1398599130,16.99
726,"33007 Elizabeth Summit Suite 531
North Charles, GA 12474",30609,Sand,99.84425018,39791700,137400473,1650629347,16.8
727,"5435 Nicholas Fords
East Michael, NH 02337",30840,Sand,30.21788893,40092000,129083401,1230341785,16.93
728,"68119 Sexton Spring
Lake Kellymouth, NE 26392",30703,Clay,14.34067525,39913900,122203744,993477777.6,16.86
729,"36157 Christopher Heights Suite 748
East Kimberly, NE 49945",30787,Clay,10.78994056,40023100,91128876,1244715377,16.9
730,"Unit 7431 Box 3483
DPO AE 99218",30858,Clay,75.99746022,40115400,72284595,1319649448,16.94
731,"226 Laura Ridges Apt. 825
Port Justin, NY 72523",30812,Clay,83.46174889,40055600,119346963,859735397.6,16.92
732,"901 John Brooks
New Toni, MT 85053",30826,Sand,41.33755759,40073800,136836408,1814008218,16.92
733,"PSC 3776, Box 9132
APO AA 45470",30985,Sand,56.72212271,40280500,105667737,939567164.8,17.01
734,"562 Michael Rapids Suite 363
Ericland, MA 20165",30596,Sand,69.09524754,39774800,119906394,1298119038,16.8
735,"8629 Kathleen Mountains Suite 360
South Troyview, WY 03720",30653,Loam,59.38547804,39848900,120731831,1021921984,16.83
736,"3607 Rodriguez Lake
Woodardfurt, CA 03010",30876,Clay,9.432504013,40138800,156394214,920164542.8,16.95
737,"037 Miller Ferry
Cynthiaside, OH 64559",30827,Sand,37.09317382,40075100,156322628,1860836034,16.92
738,"5116 Acosta Shores Apt. 178
South Henrychester, SD 32479",30884,Silt,96.4097034,40149200,89921040,1404433321,16.96
739,"41813 Courtney Unions
Morriston, WA 64178",30795,Clay,70.77893253,40033500,90118178,949745066,16.91
740,"4784 Sandra Junctions
West Justin, MI 39108",30698,Loam,96.01950518,39907400,102492244,1189079062,16.85
741,"9116 Louis Ford
North Ralph, AZ 87926",31065,Sand,63.28533191,40384500,118758521,1866321217,17.05
742,"462 Douglas Islands
Lake Karen, NH 98069",30938,Sand,90.83270788,40219400,150140757,1473242189,16.98
743,"63152 Velez Loaf
North Nicolasview, MD 37599",30933,Loam,56.01680982,40212900,150796845,1096465818,16.98
744,"016 Graves Row
Lake Andrehaven, IN 84039",30588,Silt,39.22798196,39764400,128819403,1669639914,16.79
745,"363 Pedro Route Suite 945
Gatesburgh, WA 82659",30805,Sand,52.9332835,40046500,140001266,1833370390,16.91
746,"363 Smith Course Suite 425
Rodriguezburgh, MA 92368",30794,Silt,96.8235732,40032200,135091202,1142024768,16.91
747,"110 Thompson Plain
East Anitaburgh, AK 48840",30812,Clay,70.22274367,40055600,101832419,1063911930,16.92
748,"PSC 9640, Box 2124
APO AE 23283",30468,Clay,42.64915294,39608400,134940925,1313220501,16.73
749,"2116 Claire Forks Suite 649
East Tashaborough, MI 60939",30842,Clay,34.74562654,40094600,146991338,1526979354,16.93
750,"8661 Kevin Mills Suite 993
Mendezview, SD 22507",31064,Silt,96.49047522,40383200,122844027,924855290.6,17.05
751,"322 Roger Green Suite 086
Lake Janicemouth, TX 24237",30817,Silt,25.57639411,40062100,153020778,1813704026,16.92
752,"6081 Rhonda Shore Apt. 917
East Don, NV 81819",30910,Sand,76.29062461,40183000,118843989,1348097443,16.97
753,"910 Jenkins Fields
Davefort, LA 57007",30670,Sand,50.76737,39871000,87903402,865884354,16.84
754,"1928 Melissa Estate
Howardhaven, WY 82131",30773,Clay,54.57780407,40004900,76425178,994587036.6,16.89
755,"06629 Richard Motorway
Meyerborough, MI 23627",30919,Sand,91.83904907,40194700,82316816,1626072769,16.97
756,"441 Gabriel Lodge
Codyshire, KY 51403",30852,Loam,63.64006983,40107600,146242997,1299999097,16.94
757,"9023 Massey Pike Apt. 173
North Tammy, SD 09830",30795,Clay,55.57727693,40033500,97602167,1075096360,16.91
758,"PSC 2079, Box 5994
APO AP 34996",31083,Silt,23.65066534,40407900,110484082,1711184304,17.06
759,"517 Cody Unions
Clarkstad, DC 37694",31161,Clay,71.08932147,40509300,146867176,1611751356,17.11
760,"586 Walker Dam
Powersville, CT 99163",30810,Clay,13.89905287,40053000,129057079,1562986570,16.91
761,"386 Dominguez Freeway Suite 466
South Rose, WA 93880",30526,Sand,53.85395649,39683800,103537305,1431925339,16.76
762,"94418 Joseph Freeway Apt. 218
New Dorothy, MO 56688",30859,Silt,38.95425568,40116700,143386317,1162426307,16.94
763,"50703 Steven Well Apt. 642
Millertown, NY 42177",30803,Clay,92.74474446,40043900,133022239,1375686138,16.91
764,"650 Bonnie Motorway Suite 531
Crawfordshire, TN 59772",30704,Clay,45.88732043,39915200,84976820,1662020477,16.86
765,"9185 Phillip Rest Suite 706
Gomezland, OR 49627",30735,Sand,41.76684505,39955500,120330809,883034828,16.87
766,"8136 Jennifer Fields
South Toddfort, MN 79840",30919,Loam,47.53931771,40194700,112652612,1378794010,16.97
767,"30278 Cooper Mews Apt. 730
Amberfurt, WV 07473",30595,Loam,28.70524199,39773500,115188731,1202137012,16.8
768,"053 Rodriguez Forge Suite 496
Robinchester, AZ 94061",30759,Clay,11.18529676,39986700,145018574,1270943674,16.89
769,"56078 Bond Way Apt. 947
Lindsayburgh, MD 27749",30715,Sand,79.93823487,39929500,142949996,1340916482,16.86
770,"27018 Donald Lights Apt. 257
West Jesseton, MS 82701",30700,Loam,87.0822437,39910000,110642132,1089707049,16.85
771,"54970 Wallace Garden
Martinezborough, KY 40310",31071,Sand,41.89334962,40392300,145732091,963584884.8,17.06
772,"37100 Robert Springs Suite 461
Wolfechester, WY 04796",30843,Silt,98.37719231,40095900,73108418,1449148041,16.93
773,"1968 Perez Knolls Suite 877
Hunterfort, CO 10168",30884,Sand,12.26442539,40149200,102559464,1619208402,16.96
774,"2596 Jackson Parkway
North Katherine, TX 65315",30953,Sand,28.44951163,40238900,137713472,1367958625,16.99
775,"8336 Chen Ford Apt. 434
Sonyabury, WI 61131",30775,Sand,61.00948173,40007500,79543668,1561091644,16.9
776,"7394 Natalie Court Apt. 877
Heatherberg, ME 78699",30836,Silt,85.84039496,40086800,117551672,1549134220,16.93
777,"32483 Poole Path
Millerfort, AZ 46629",30677,Clay,72.52392331,39880100,149858237,1131538533,16.84
778,"424 Mark Green Apt. 160
New Deborahmouth, LA 82948",30839,Silt,38.33013146,40090700,149170817,879272988,16.93
779,"2617 Peterson Cove
North Bryan, IN 46143",30853,Sand,33.36050538,40108900,129228230,1671501766,16.94
780,"5729 Wilson Ramp
New Kyle, AK 90082",31144,Sand,78.22008608,40487200,107872537,1264294869,17.1
781,"2221 Ann Canyon
New Matthew, WY 08089",30918,Loam,7.064890844,40193400,113248854,1489774084,16.97
782,"661 Campbell Fords
Port Joseph, MA 65349",30497,Clay,71.87321221,39646100,99357872,1859404682,16.74
783,"412 Young Haven
Salinastown, PA 26087",30667,Loam,77.11372245,39867100,116942730,915710090,16.84
784,"03431 Williamson Landing Suite 773
Lake Johnhaven, CO 10270",31137,Loam,34.54608893,40478100,73948174,1148195118,17.09
785,"936 Christopher Villages Apt. 837
Hannaberg, CO 50757",30655,Sand,20.05401346,39851500,133210812,1448661291,16.83
786,"0331 Devin Vista
North Tara, KS 59478",30814,Loam,82.17706483,40058200,103398947,1447568044,16.92
787,"273 Andrade Brooks Apt. 778
North William, AL 19087",30994,Sand,75.49877627,40292200,114716210,1152346488,17.02
788,"1529 John Mills
North Karenview, NJ 15750",30760,Loam,21.15016394,39988000,114490117,1267300967,16.89
789,"4501 John Circles Apt. 600
Port Jenniferchester, ID 64615",31074,Sand,65.83243938,40396200,107729594,1464533884,17.06
790,"859 White Wall
South Christina, MS 58169",30892,Silt,81.02248867,40159600,116984617,1113234998,16.96
791,"8517 Adam Estate
Jillburgh, NM 01258",30713,Loam,51.26143488,39926900,83560464,875303432.6,16.86
792,"708 Sarah Drives
North Ronald, IN 68411",30772,Loam,8.801901499,40003600,147987919,1678815972,16.89
793,"0143 Leblanc Skyway Suite 897
Davidtown, DC 79770",30931,Sand,29.78838116,40210300,146489451,1836517579,16.98
794,"16442 Joseph Stream
North Jimmymouth, IL 37900",30604,Clay,86.71886449,39785200,88555192,1478884643,16.8
795,"52123 Michele Square
Wardstad, NH 41525",30927,Clay,14.32585173,40205100,131043741,1147999910,16.98
796,"693 Jacobs Street
Cherylborough, MA 87438",31151,Clay,39.23079237,40496300,139709019,1124656619,17.1
797,"498 Christopher Groves
East Keith, KS 94768",30755,Silt,51.20102408,39981500,151538570,1715282491,16.88
798,"3890 Amanda Key Suite 156
New Ericburgh, MD 26835",30720,Silt,99.90971693,39936000,151041889,1419104096,16.87
799,"7883 Brett Fork
Jacobsburgh, ND 75375",30732,Sand,91.6876508,39951600,74026647,1054900506,16.87
800,"951 Peters Ways
Port Margaret, ND 41482",30834,Silt,65.30267285,40084200,93073645,988917596.8,16.93
801,"3239 Kim Glen Suite 371
New Christopherside, AK 85979",30885,Sand,33.14130857,40150500,130409430,1259637704,16.96
802,"712 Nguyen Orchard Suite 421
Hallchester, TX 47770",30909,Clay,82.22135333,40181700,140474064,1674731201,16.97
803,"103 Collins Ford Suite 148
West Christopher, IA 28554",30854,Loam,79.18218755,40110200,92295741,1370245984,16.94
804,"Unit 8198 Box 2017
DPO AA 78624",30558,Clay,59.22321689,39725400,152852473,1288995585,16.78
805,"8160 Thompson Fork
West Alejandrostad, KY 20436",30746,Sand,64.03492394,39969800,158069463,1815615284,16.88
