,Area(Sq.Mt.),Soil_type,Distance_from_city,Budget,Passenger_traffic
2746,12840.25,Sand,97.08,16692328.62,146384403
2747,32655.96,Silt,35.76,42452745.23,128364512
2748,5101.59,Silt,46.65,6632065.673,89786877
2749,53268.13,Clay,71.07,69248571.29,92698526
2750,30311.69,Loam,98.14,39405193.56,131718222
2751,23482.38,Sand,62.67,30527099.77,94250204
2752,58880.72,Clay,8.59,76544939.96,117210206
2753,8423.03,Loam,71.17,10949944.83,120892264
2754,14623.57,Loam,52.62,19010645.65,140649658
2755,27947.05,Clay,17.74,36331171.09,147125414
2756,37510.98,Sand,65.54,48764268.65,141148701
2757,29260.77,Loam,90.09,38038995.3,152280219
2758,58475.11,Clay,10.05,76017639.77,149617242
2759,35302.39,Silt,31.37,45893111.07,80654777
2760,57567.44,Clay,44.65,74837674.87,116763245
2761,51907.94,Silt,77.96,67480328.5,110715022
2762,28919.51,Loam,76.69,37595360.76,137995217
2763,12983.05,Loam,24.97,16877964.56,150072911
2764,49866.32,Silt,36.91,64826210.06,98855364
2765,40534.14,Silt,27.19,52694384.57,118438829
2766,44552.9,Loam,72.04,57918773.53,154781907
2767,58801.26,Loam,78.34,76441637.6,76745441
2768,4327.16,Clay,54.06,5625306.234,91945778
2769,7470.36,Sand,70.9,9711472.869,109438143
2770,22247.21,Loam,30.72,28921372.54,138319910
2771,47299.41,Sand,30.14,61489239.45,113363738
2772,44510.55,Silt,64.26,57863708.69,135316430
2773,18425.46,Sand,81.44,23953094.17,126205274
2774,54615.35,Sand,87.16,70999948.63,95645655
2775,46249.47,Loam,9.1,60124315.14,93012841
2776,23648.73,Clay,10.6,30743346.91,149382163
2777,39361.28,Sand,24.51,51169666.68,142366134
2778,59423.24,Silt,17.04,77250210.69,93429272
2779,21021.1,Clay,54.67,27327426.69,153732820
2780,56249.75,Sand,31.04,73124671.61,117699250
2781,24150.52,Silt,82.59,31395670.45,108192413
2782,42431.06,Loam,60.83,55160380.31,75284137
2783,33655.61,Clay,59.5,43752287.92,150751787
2784,48383.52,Clay,65.84,62898579.07,97132739
2785,5767.83,Silt,15.7,7498184.389,97250092
2786,21347.73,Silt,17.88,27752047.77,102059775
2787,29055.19,Clay,6.18,37771748.77,149914903
2788,52759.69,Sand,55.9,68587595.45,93508923
2789,41504.68,Clay,53.65,53956078.22,110777892
2790,58245.61,Sand,80.11,75719292.97,156941346
2791,22860.22,Sand,37.27,29718281.08,127225748
2792,25228.15,Clay,40.14,32796592.98,90638042
2793,12937.77,Silt,68.14,16819103.35,81390564
2794,29042.56,Loam,43.79,37755334.15,72818578
2795,13176.4,Sand,51.07,17129325.6,139791192
2796,58612.38,Sand,58.23,76196098.52,140100958
2797,8034.75,Silt,92.61,10445180.69,141969595
2798,2177.07,Clay,98.15,2830187.45,72625618
2799,58017.8,Loam,78.43,75423145.16,79370545
2800,26899.94,Sand,69.91,34969922.51,125719520
2801,9210.3,Clay,52.41,11973386.41,150555877
2802,15202.63,Clay,96.98,19763418.95,91658635
2803,42704.02,Silt,89.25,55515232.12,148198612
2804,22692.27,Clay,74.79,29499946.97,87925067
2805,55807.62,Silt,62,72549900.09,76070429
2806,9794.08,Clay,26.75,12732302.74,146253876
2807,56260.58,Silt,39.65,73138747.63,118640182
2808,6455.43,Clay,15.1,8392061.69,108794138
2809,39633.02,Sand,67.59,51522929.45,150848626
2810,19265.86,Clay,50.86,25045619.08,92643367
2811,51509.23,Clay,97.96,66961993.58,110095078
2812,21674.57,Sand,27.14,28176945.03,84972884
2813,39927.48,Clay,15.03,51905730.28,119541662
2814,10510.38,Loam,96.69,13663490.47,94223802
2815,49180.17,Clay,27.71,63934217.59,152527655
2816,4874.69,Sand,68.75,6337097.717,123059854
2817,58242.49,Loam,14.23,75715243.45,108514273
2818,25494.66,Clay,50.74,33143053.02,129429809
2819,37638.16,Clay,52.27,48929612.38,92035388
2820,15623.61,Loam,94.16,20310696.57,91085766
2821,14393.52,Clay,61.92,18711580.86,106311588
2822,38574.07,Silt,27.47,50146296.11,101678067
2823,45104.56,Sand,35.21,58635925.11,76611512
2824,50334.93,Sand,67.97,65435405.65,129155070
2825,40538.24,Silt,54.96,52699715.65,102496318
2826,6884.35,Silt,88.28,8949659.284,148663554
2827,24787.65,Clay,62.47,32223944.61,86663727
2828,42438.19,Silt,90.25,55169652.85,103792229
2829,57534.11,Loam,15.95,74794344.11,143483005
2830,13657.84,Silt,45.07,17755188.37,95420308
2831,50714.58,Loam,75.76,65928949.9,95333060
2832,9660.79,Silt,43.03,12559028.15,147183047
2833,42834.9,Silt,64.07,55685369.56,100614754
2834,29089.06,Clay,79.06,37815772.24,91888046
2835,12386.11,Loam,48.11,16101937.89,122390601
2836,42306.24,Loam,73.68,54998109.21,108902128
2837,17667.8,Loam,55.84,22968136.99,121955099
2838,39703.93,Silt,53.53,51615108.61,149624856
2839,38319.74,Silt,80.13,49815665.65,140088108
2840,60273.89,Sand,6.49,78356057.83,82768714
2841,25229.61,Sand,48.19,32798488.01,113826352
2842,26011.79,Silt,99.3,33815332.88,139957301
2843,37764.8,Clay,79.22,49094234.78,155985821
2844,16945.83,Clay,89.5,22029578.47,157278842
2845,48114.17,Loam,80.73,62548418.1,126532848
2846,46504.14,Silt,6.38,60455387.71,83539110
2847,37727.5,Clay,92.76,49045747.39,109491336
2848,30713.7,Loam,63.58,39927807.22,122962032
2849,49311.31,Silt,74.87,64104697.93,102658241
2850,14491.08,Loam,81.45,18838402.71,97071452
2851,41088.74,Silt,24.41,53415363.74,82966062
2852,42749.33,Loam,39.48,55574132.97,128216623
2853,14783.89,Loam,99.01,19219052.27,123250729
2854,43230.28,Clay,47.16,56199365.04,77918264
2855,51032.68,Loam,67.09,66342489,87713025
2856,29937.51,Sand,82.42,38918761.91,93673927
2857,28401.31,Sand,98.73,36921703.86,126733102
2858,35059.56,Clay,50.1,45577433.1,148605519
2859,4527.68,Silt,79.32,5885988.622,128866292
2860,16247.89,Sand,33.45,21122258.61,121573894
2861,28283.55,Clay,92.97,36768620.5,141980076
2862,6288.59,Silt,92.4,8175169.473,146767404
2863,17059.28,Loam,15.78,22177063.51,141734274
2864,23963.02,Loam,51.27,31151930.25,72940064
2865,48567.93,Clay,99.73,63138306.72,107633302
2866,20153.65,Loam,68.26,26199746.04,107772547
2867,48937.5,Silt,42.16,63618756.06,99631556
2868,4447.69,Sand,95.51,5781994.256,154860512
2869,20087.58,Silt,29.1,26113851.54,135953384
2870,13863.85,Clay,36.25,18023003.73,126857280
2871,31062.91,Loam,75.76,40381787.87,157949297
2872,25226.14,Sand,24.9,32793982.5,117344908
2873,27041.85,Silt,58.13,35154404.29,115545321
2874,11890.73,Sand,18.17,15457954.54,136966931
2875,13411.89,Silt,50.04,17435463.24,130804698
2876,40829,Loam,22.59,53077700.32,116632661
2877,1141.53,Clay,21.4,1483986.84,90466331
2878,21208.13,Sand,38.52,27570563.31,138053262
2879,41706.11,Clay,55.06,54217941.43,137156307
2880,31436.88,Loam,64.03,40867938.43,102520677
2881,33450.68,Loam,45.22,43485889.79,145129472
2882,13642.27,Sand,42.48,17734947.83,78727638
2883,58935.84,Clay,98.01,76616596.73,125833485
2884,54438.74,Loam,63.51,70770367.09,79679112
2885,50530.81,Sand,42.49,65690051.32,134813515
2886,8285.98,Silt,65.42,10771780.11,113543211
2887,19811.71,Silt,35.26,25755223.31,88420660
2888,11547.91,Sand,91.29,15012288.15,82884167
2889,2644.34,Silt,57.56,3437636.708,133270222
2890,54774.8,Sand,26.84,71207243.48,104226720
2891,36636.87,Silt,75.23,47627929.13,135707949
2892,22728.49,Loam,13.91,29547039.74,150212674
2893,54904.43,Silt,90.7,71375753.87,107917521
2894,48825.87,Loam,7.61,63473627.6,125421982
2895,7812.92,Loam,75.3,10156792.17,77323645
2896,11807.52,Silt,15,15349771.73,126165766
2897,12836.2,Clay,25.32,16687057.15,78999103
2898,46169.2,Clay,22.37,60019958.13,97970820
2899,34777.78,Silt,23.13,45211109.51,99150635
2900,33336.84,Sand,38.06,43337891.27,145910069
2901,9306.42,Loam,63.38,12098351.33,124680182
2902,28350.38,Sand,50.02,36855492.99,100034693
2903,57347.19,Sand,61.91,74551352.15,138644011
2904,36791.01,Clay,19.13,47828317.85,135337304
2905,26372.49,Clay,9.06,34284238.4,132257078
2906,58671.52,Clay,68.66,76272971.33,100071347
2907,3334.63,Silt,69.05,4335023.578,101300833
2908,3437.19,Silt,37.34,4468350.534,132208657
2909,17354.04,Loam,67.45,22560250.27,129650324
2910,18820.91,Sand,76.27,24467189.17,157142913
2911,47308.32,Sand,7.34,61500817.91,114467979
2912,54630.09,Loam,95.97,71019120.66,77775617
2913,59382.43,Silt,61.88,77197153.75,108638716
2914,56786.49,Clay,72.63,73822438.96,100650840
2915,21215.71,Sand,88.03,27580420.96,103091316
2916,56072.02,Loam,30.91,72893619.84,102957898
2917,6040.97,Loam,90.76,7853266.286,157884133
2918,34233.86,Loam,21.43,44504017.71,110027598
2919,60105.58,Silt,84.37,78137256.83,155861407
2920,51308.35,Clay,30.6,66700856,125457977
2921,29441.72,Sand,93.71,38274242.48,120763244
2922,29662.11,Sand,32.67,38560737.11,92030106
2923,10261.23,Clay,34.09,13339595.85,111745565
2924,15096.62,Sand,86.29,19625601.61,102263595
2925,53423.76,Loam,99.96,69450884.59,72494292
2926,52924.27,Loam,27.38,68801550.5,125944201
2927,58376.75,Sand,92.05,75889777.85,134547873
2928,12661.49,Sand,91.16,16459940,155629061
2929,33038.82,Silt,11.29,42950462.3,74165846
2930,35438.47,Sand,57.34,46070011.77,151403690
2931,2804.22,Clay,25.83,3645491.725,72914538
2932,42976.05,Silt,92.14,55868867.35,139118058
2933,29158.77,Sand,25.53,37906400.15,139019177
2934,8168.17,Clay,37.99,10618620.68,105260029
2935,17877.18,Clay,98.42,23240337.09,77054296
2936,39051.95,Clay,52.62,50767536.7,100817592
2937,22227.36,Silt,26.21,28895571.72,85604160
2938,33149.43,Sand,23.49,43094261.85,95013148
2939,11439.79,Loam,21.26,14871729.59,147041047
2940,59812.95,Clay,68.12,77756841.42,126420739
2941,56199.5,Loam,59.82,73059351.39,105920168
2942,29790.85,Sand,28.44,38728107.16,89010891
2943,19905.77,Sand,88.1,25877504.02,130695501
2944,2360.46,Loam,16.31,3068592.118,127998839
2945,34860.48,Silt,36.05,45318625.54,111716609
2946,39338.81,Sand,62.48,51140452.23,88532395
2947,56394,Sand,60.87,73312193.51,79207453
2948,3902.68,Clay,84.28,5073483.945,122135959
2949,29886,Sand,66.23,38851804.34,79615961
2950,54017.27,Loam,27.49,70222455.41,137228047
2951,33553.93,Silt,18.97,43620105.45,126334678
2952,21791.98,Silt,20.53,28329577.4,100260592
2953,59081.01,Loam,18.9,76805306.73,129378929
2954,17996.9,Silt,22.38,23395972.43,139900224
2955,26466.04,Silt,22.69,34405852.26,76628453
2956,37116.72,Clay,27.38,48251737.82,94037679
2957,59292.89,Sand,25.03,77080759.59,151318326
2958,31126.69,Sand,64.61,40464702.49,130448957
2959,59922.85,Loam,75.68,77899709.72,138384820
2960,42385.82,Sand,30.25,55101570.71,156545694
2961,5279.42,Loam,51.02,6863241.331,138577450
2962,52064.83,Clay,59.27,67684279.72,153817902
2963,25847.12,Clay,16.17,33601257.16,148011198
2964,32529.92,Sand,56.05,42288900.82,109619761
2965,41596.98,Silt,38.73,54076072.13,146597126
2966,7034.05,Silt,79.82,9144267.602,112205870
2967,19386.39,Sand,15.49,25202306.63,129449704
2968,40884.68,Loam,65.99,53150086.36,88546339
2969,33001.13,Silt,87.51,42901464.13,105584443
2970,11895.56,Loam,78.99,15464229,84665496
2971,54974.26,Sand,67.65,71466542.39,132171569
2972,9242.25,Silt,24.71,12014924.6,150221824
2973,10193.05,Loam,71.36,13250970.94,134763407
2974,25978.89,Sand,7.04,33772561.01,102520379
2975,55224.91,Sand,81.64,71792377.6,140548445
2976,17583.86,Sand,85.37,22859014.67,103037742
2977,2868.07,Silt,40.09,3728497.403,113118055
2978,38020.38,Silt,69.4,49426498.97,90325369
2979,46631.78,Sand,88.22,60621311.9,94229310
2980,32564.4,Loam,27.07,42333716.17,90999927
2981,12675.2,Loam,10.16,16477754.71,127187953
2982,46648.92,Sand,56.11,60643592.46,129028705
2983,40675.85,Sand,52.34,52878606.2,94900324
2984,30238.33,Clay,21.75,39309824.27,148070346
2985,29418.37,Sand,62.24,38243875.74,151553943
2986,29654.88,Silt,50.13,38551349.6,112608615
2987,53669.52,Loam,38.98,69770376.06,97456177
2988,11645.23,Silt,97.24,15138800.78,123838115
2989,30221.77,Loam,34.1,39288295.96,153913094
2990,13530.37,Clay,72.48,17589475.69,132236819
2991,25079.26,Clay,32.16,32603031.92,74036254
2992,10518.74,Loam,82.54,13674356.69,110215855
2993,50788.59,Loam,16.96,66025160.63,102488882
2994,10466.75,Clay,42.93,13606775.88,92037714
2995,31576.6,Silt,20.1,41049577.21,96127020
2996,9930.4,Silt,62.63,12909514.24,110393070
2997,47365.83,Sand,42.53,61575582.99,84256260
2998,13536.72,Silt,95.11,17597732.8,82068267
2999,29568.65,Silt,88.99,38439251.35,149898845
3000,46312.04,Silt,35.81,60205657.09,146009077
3001,48770.86,Sand,25.19,63402118.3,112931788
3002,2309.35,Loam,45.85,3002156.067,118631845
3003,58362.66,Silt,86.14,75871457.97,113280247
3004,55522.32,Silt,13.34,72179013.32,132723444
3005,13639.95,Silt,40.86,17731935.68,118506551
3006,48191.58,Sand,98.62,62649049.77,89533718
3007,22127.31,Loam,23.47,28765499.11,119970974
3008,38146.45,Sand,91.11,49590384.3,103759571
3009,39972.22,Silt,56.73,51963889.17,107039197
3010,54866.58,Sand,13.17,71326548.13,137459041
3011,3033.36,Sand,6.42,3943369.074,149048831
3012,3443.31,Clay,74.84,4476307.302,151438771
3013,31879.4,Clay,97.87,41443225.7,90435667
3014,56570.99,Loam,71.74,73542285.07,112370510
3015,35279.09,Loam,97.16,45862813.33,103156561
3016,9712.49,Sand,66,12626240.81,79733530
3017,24493.86,Silt,41.08,31842021.49,146823719
3018,8412.41,Loam,62.3,10936134.47,124804218
3019,34405.42,Clay,7.38,44727051.48,133519817
3020,46266.69,Sand,22.21,60146695.4,74948065
3021,6975.64,Clay,77.44,9068336.695,73483042
3022,20053.7,Sand,81.55,26069807.16,142262157
3023,60215.64,Silt,91.18,78280336.73,90700927
3024,2984.46,Clay,11.59,3879792.437,134236393
3025,29309.26,Silt,65.2,38102035.88,115345153
3026,19414.66,Silt,33.78,25239063.63,138150424
3027,14412.1,Sand,13.81,18735729.84,116766390
3028,48732.88,Sand,30.44,63352748.11,93153141
3029,40652.46,Sand,59.09,52848193.44,79402812
3030,21319.08,Silt,21,27714801.56,145640116
3031,43456.19,Sand,64.07,56493052.11,116935628
3032,29080.79,Silt,60.51,37805024.11,146433069
3033,3380.21,Sand,22.07,4394268.396,119345501
3034,42657.02,Silt,22.99,55454125.82,156102682
3035,25180.54,Silt,37.75,32734707.19,145168526
3036,25692.17,Clay,7.12,33399820.18,80180233
3037,35165.65,Sand,90.03,45715339.74,114300708
3038,43669.38,Clay,95.88,56770193.6,112167900
3039,37458.8,Clay,74.17,48696441.48,93212530
3040,44636.29,Sand,80.11,58027175.41,118833575
3041,15480.23,Silt,49.4,20124305.36,129571712
3042,34017.8,Clay,25.92,44223141.9,75271956
3043,27887.85,Loam,76.03,36254199.17,152631633
3044,28585.03,Clay,40.08,37160540.91,115346683
3045,22572.99,Clay,40.31,29344890.92,86115447
3046,53973.65,Clay,64,70165749.63,157187499
3047,46566.61,Sand,85.79,60536597.37,148220074
3048,20519.63,Silt,9.89,26675513.88,73430453
3049,52770.64,Silt,55.66,68601826.29,90079398
3050,50051.26,Silt,21.51,65066633.08,118550894
3051,22216.6,Loam,65.86,28881575.45,134529407
3052,16844.17,Loam,27.68,21897418.96,125677569
3053,29217.01,Sand,31.87,37982107.86,112902187
3054,55081.76,Clay,21.81,71606290.46,85711436
3055,43576.82,Silt,84.68,56649867.7,79685725
3056,38069.67,Sand,60.49,49490565.71,137907893
3057,6327.2,Loam,25.61,8225354.247,88392040
3058,20890.15,Loam,27.6,27157200.38,96388511
3059,7957.52,Sand,32.09,10344776.2,98470649
3060,32875.07,Loam,15.81,42737585.89,83760939
3061,16796.08,Sand,44.87,21834904.46,134694858
3062,5004.61,Silt,92.24,6505987.27,95432292
3063,38502.94,Clay,95.25,50053818.36,84819933
3064,20799.12,Sand,36.33,27038859.51,94573876
3065,31650.49,Sand,74.55,41145635.8,79724918
3066,26088.1,Loam,35.46,33914533.57,135425385
3067,41383.47,Clay,13.4,53798516.91,96280359
3068,41548.7,Clay,87.67,54013314.14,132846538
3069,18542.57,Loam,25.82,24105346.09,105895471
3070,60158.55,Sand,36.25,78206116.05,85095430
3071,50054.57,Sand,50.13,65070945.98,115604893
3072,30520.87,Loam,61.55,39677136.53,85201397
3073,36991.92,Clay,76.99,48089497.15,101666748
3074,52502.67,Sand,70.6,68253473.36,122656831
3075,16766.32,Silt,87.88,21796219.19,142467448
3076,19659.73,Silt,50.82,25557645.27,138255480
3077,2392.15,Clay,9.17,3109800.358,102716123
3078,29375.51,Sand,92.65,38188162.17,141203477
3079,59157.3,Sand,18.04,76904491.53,74172366
3080,17250.27,Loam,67.75,22425352.63,146807436
3081,53135.46,Sand,64.11,69076098.36,89318177
3082,48482.05,Loam,50.2,63026669.81,98534772
3083,6456.19,Loam,13.62,8393044.553,76570120
3084,27669.39,Loam,63.47,35970209.09,151637693
3085,24223.23,Clay,81.87,31490198.24,111630948
3086,22161.14,Loam,27.47,28809480.92,130505123
3087,24373.05,Sand,92.88,31684970.3,157848841
3088,1248.05,Sand,95.04,1622461.49,146469806
3089,22440.69,Clay,95.97,29172894.42,119121400
3090,56439.33,Loam,94.71,73371134.34,102995833
3091,15640.9,Clay,56.08,20333175.34,108963042
3092,9342,Silt,75.57,12144594.84,88488153
3093,6336.54,Silt,36.37,8237506.397,92819462
3094,18001.24,Loam,81.18,23401606.53,99141221
3095,38850.78,Silt,97.77,50506012.13,145442325
3096,33664.23,Loam,59.81,43763500,105829665
3097,23454.23,Loam,85.11,30490499.15,101987507
3098,19606.96,Silt,20.65,25489053.03,107584222
3099,60079.22,Loam,45.31,78102980.09,146961099
3100,21249.73,Loam,52.22,27624651.78,116844228
3101,9264.21,Silt,30.53,12043468.55,81627441
3102,52739.91,Silt,15.82,68561881.98,134547002
3103,49410.61,Silt,6.83,64233791.72,110037913
3104,19660.19,Sand,75.07,25558243.83,80856729
3105,27150.73,Loam,36.1,35295946.87,106442148
3106,1096.55,Loam,33.53,1425519.52,122416233
3107,32841.32,Sand,31.08,42693719.26,150549821
3108,9489.85,Sand,12.26,12336809.08,137859891
3109,21333.32,Sand,57.11,27733314.98,77482930
3110,32508.44,Silt,6.65,42260974.05,86232061
3111,25781.14,Silt,74.79,33515476.82,110902515
3112,14628.07,Sand,23.28,19016488.16,84566635
3113,1435.03,Loam,86.57,1865537.016,96332522
3114,59095.47,Silt,50.31,76824110.21,102259538
3115,25872.08,Clay,44.16,33633710,79724297
3116,16467.09,Clay,62.8,21407215.8,92146067
3117,3181.84,Loam,49.28,4136386.745,79484330
3118,16455.07,Loam,79.46,21391588.66,78604653
3119,2966.25,Clay,13.19,3856122.048,79026778
3120,23422.15,Clay,19.26,30448796.83,110647789
3121,7327.72,Silt,90.89,9526042.135,112851059
3122,57431.57,Silt,54.88,74661040.43,134344098
3123,11359.91,Silt,77.09,14767884.48,136580049
3124,55805.42,Clay,38.31,72547039.71,83191195
3125,25437.91,Clay,13.67,33069279.49,75755866
3126,41644.82,Loam,32.05,54138270.41,151279179
3127,21582.94,Sand,12.25,28057816.26,109026198
3128,19270.19,Loam,51.1,25051241.01,144243041
3129,27478.88,Loam,84.61,35722542.53,101759938
3130,23756.28,Loam,79.94,30883158.1,137467656
3131,25803.17,Clay,33.54,33544119.05,100488055
3132,26975.97,Clay,52.21,35068754.88,143881308
3133,15066.02,Clay,24.89,19585828.07,113603138
3134,47896.23,Silt,58.09,62265095.04,81323502
3135,21808.92,Sand,68.54,28351597.46,149269987
3136,50336.68,Clay,68.46,65437685,131979081
3137,19126.42,Loam,59.16,24864346.25,106141688
3138,24318.77,Silt,47.91,31614398.64,156109199
3139,21730.74,Clay,36.9,28249960.39,157556911
3140,52295.75,Loam,75.45,67984473.54,76196275
3141,30161.95,Loam,29.08,39210529.74,147801404
3142,51553.32,Silt,17.11,67019317.25,112397344
3143,49216.26,Clay,14.36,63981134.11,109694011
3144,14295.1,Clay,52.03,18583629.77,100191514
3145,28492.3,Silt,72.81,37039985.71,133478100
3146,10948.97,Loam,12.52,14233666.3,85932035
3147,26169.79,Loam,46.24,34020720.54,73696110
3148,46920.46,Sand,32.89,60996594.34,95762703
3149,5529.56,Clay,41.32,7188429.669,109781144
3150,4678.87,Sand,8.25,6082537.277,111106123
3151,28564.88,Clay,28.59,37134341.5,122165264
3152,55627.87,Loam,25.34,72316236.4,127773797
3153,2554.2,Clay,76.21,3320459.968,142751115
3154,18841.89,Sand,51.79,24494460.5,133327761
3155,13191.53,Silt,95.37,17148994.84,92566432
3156,53407.18,Clay,76.78,69429330.38,155594431
3157,33615.49,Loam,80.93,43700143.47,132534965
3158,18170.85,Silt,63.89,23622100.27,97456889
3159,48861.28,Loam,96.92,63519669.36,153388766
3160,16198.53,Sand,13.35,21058085.48,103959929
3161,35048.41,Sand,90.34,45562928.15,74516598
3162,17313.53,Silt,92.42,22507591.62,142431635
3163,24654.03,Clay,5.72,32050243.94,107698177
3164,27226.04,Clay,60.23,35393855.43,74415352
3165,47340.67,Silt,90.97,61542873.97,107949091
3166,45855.39,Silt,92,59612002.12,150257369
3167,43553,Clay,81.11,56618897.44,106026181
3168,39351.71,Clay,70.65,51157225.99,85924290
3169,3924.77,Loam,81.73,5102199.257,88074140
3170,15782.74,Silt,45.11,20517561.43,88405878
3171,23804.25,Sand,18.59,30945527.65,137859257
3172,38412.98,Sand,10.36,49936873.13,107093916
3173,56717.87,Clay,60.69,73733226.89,127800989
3174,18109.98,Loam,92.41,23542970.82,80377992
3175,19961.77,Clay,9.03,25950296.05,140141345
3176,21328.45,Sand,39.07,27726978.58,78005475
3177,59228.35,Silt,83.47,76996852.44,75219571
3178,16992.16,Sand,65.97,22089803.32,75822901
3179,42104.82,Sand,50.39,54736267.07,125040862
3180,58977.9,Sand,94.76,76671267.15,107609866
3181,33720.61,Clay,82.84,43836790.8,118121025
3182,30816.45,Clay,88.85,40061382.81,157130446
3183,24371.33,Loam,36.98,31682733.91,119205554
3184,56346.77,Loam,88.73,73250805.68,93290002
3185,33792.84,Sand,20.34,43930686.38,81721899
3186,43429.67,Silt,63.15,56458575.78,97268018
3187,17228.58,Sand,67.53,22397159.28,81821755
3188,23613,Sand,80.97,30696905.02,76912327
3189,22657.6,Silt,76.57,29454881.77,112077636
3190,48069.94,Loam,34.87,62490920.21,76691394
3191,20900.26,Loam,40.1,27170342.91,96861690
3192,13207.04,Silt,87.63,17169148.44,141774798
3193,57288.31,Sand,42.69,74474798,84046091
3194,28981.9,Clay,37.2,37676470.74,90158481
3195,19009.71,Loam,64.8,24712617.84,72910824
3196,11357.27,Clay,31.89,14764447.42,114658967
3197,14889.82,Silt,5.69,19356764.22,108108711
3198,28522.97,Sand,64.84,37079866.25,99571258
3199,34942.79,Loam,79.82,45425629.15,94381941
3200,47563.48,Loam,8.93,61832520.68,88945877
3201,33445.59,Silt,27.22,43479273.5,108545633
3202,57391.6,Clay,49.21,74609077.04,101163601
3203,60311.31,Loam,77.89,78404705.93,103879372
3204,53755.76,Loam,94.7,69882483.06,122913145
3205,23852.68,Silt,43.88,31008481.51,93034494
3206,53899.37,Clay,41.52,70069186.3,121899637
3207,16723.08,Loam,98.22,21740000.72,94637841
3208,10568.65,Sand,66.03,13739247.36,141854877
3209,44286.95,Clay,69.84,57573040.73,102633783
3210,32822.18,Loam,96.17,42668840.36,83120669
3211,43412.78,Loam,14.43,56436619.58,126710129
3212,58316.36,Clay,35.08,75811271.92,153538853
3213,19538.58,Silt,6.56,25400151.39,150378716
3214,32775.57,Loam,42.31,42608237.86,76651687
3215,59887.43,Silt,73.85,77853652.99,98321390
3216,48586.27,Silt,23.88,63162147.9,141043210
3217,45290.81,Silt,26.91,58878049.54,114067211
3218,41053.24,Sand,20.26,53369207.93,148224729
3219,37411.81,Loam,28.73,48635357.33,135312055
3220,49048.06,Loam,19.28,63762473.61,75726344
3221,18387.36,Silt,21.86,23903569.77,111670184
3222,54994.67,Sand,43.2,71493073.6,156878446
3223,54231.42,Sand,57.35,70500845.2,137618838
3224,52551.17,Loam,43.91,68316516.1,106557572
3225,46438.04,Sand,39.1,60369457.83,148381002
3226,59008.19,Loam,97,76710648.63,98911915
3227,18316.19,Loam,99.4,23811048.82,116774443
3228,6381.23,Clay,7.44,8295594.651,106132050
3229,53349.01,Silt,11.54,69353708.07,133519319
3230,54619.1,Clay,23.83,71004831.92,139779175
3231,5293.2,Silt,58.89,6881161.753,140971198
3232,17682.31,Loam,80.88,22987002.02,77774020
3233,6117.37,Loam,44.32,7952581.229,145660124
3234,48479.51,Clay,58.47,63023364.07,127227838
3235,4490.86,Silt,31.6,5838118.318,101506110
3236,40784.33,Loam,79.25,53019635.45,100077350
3237,25356.45,Loam,80.91,32963390.1,120270914
3238,22149.25,Loam,26.13,28794029.83,91041768
3239,28435.26,Loam,44.86,36965834.32,87190062
3240,31287.35,Sand,87.95,40673559.51,94179516
3241,3106.39,Clay,72.97,4038310.337,135738796
3242,42261.86,Sand,11.36,54940411.57,145167018
3243,43146.99,Clay,99.36,56091085.04,79565763
3244,8678.52,Silt,32.26,11282076.92,96717307
3245,29929.05,Sand,91.46,38907768.71,147248881
3246,44908.35,Clay,71.36,58380854.84,78361961
3247,53771.99,Clay,27.01,69903591.54,157063044
3248,17148.88,Silt,65.7,22293537.76,156889614
3249,31423.24,Loam,59.6,40850218.22,120050147
3250,41081.81,Loam,32.76,53406352.35,106967141
3251,46315.9,Silt,71.19,60210675.78,75515724
3252,47975.72,Loam,89.63,62368442.47,157701343
3253,3214.05,Loam,95.02,4178263.603,147408709
3254,9142.21,Silt,67.39,11884872.65,120956079
3255,30745.42,Sand,93.72,39969040.09,138567060
3256,48301.2,Loam,42.66,62791554.27,96167593
3257,54314.49,Sand,7.49,70608832.25,139074231
3258,26844.15,Loam,98.68,34897390.43,93810860
3259,19278.59,Loam,83.36,25062162.99,110359734
3260,45854.77,Clay,63.41,59611195.8,118688722
3261,46852.84,Silt,31.83,60908689.83,114757564
3262,15669.79,Sand,46.65,20370722.27,103288893
3263,1082.5,Sand,51.48,1407244.16,126417956
3264,17416.64,Loam,69.89,22641635.69,97592547
3265,54601.51,Loam,59.07,70981957.53,95840621
3266,10515.85,Silt,54.2,13670608.44,84633288
3267,8127.77,Loam,98.25,10566100.49,148381663
3268,36181.6,Loam,29.87,47036084.08,147950383
3269,56660.03,Clay,71.99,73658035.22,89184065
3270,28214.62,Sand,75.83,36679000.94,158119124
3271,34277.9,Loam,37.54,44561274.81,84081184
3272,5102.46,Sand,89.5,6633202.613,100143314
3273,5938.9,Silt,94.89,7720570.476,143846850
3274,43464.72,Silt,59.45,56504141,113661940
3275,37550.33,Loam,37.1,48815429.43,111183490
3276,7865.67,Clay,27.45,10225368.46,102327918
3277,19758.13,Sand,76.98,25685565.12,131725881
3278,59445.36,Sand,22.41,77278967.52,142688715
3279,12372.46,Silt,48.93,16084197.62,78735694
3280,39359.22,Silt,37.83,51166990.51,114898553
3281,43568.15,Sand,35.07,56638589.71,98385578
3282,56626.91,Clay,67.38,73614979.9,108017747
3283,26308.61,Loam,88.33,34201196.06,84655117
